Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std
43233,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,69.39143371582031,21616.5,28108.201,41492.0,1741.0,21616.5,28108.201,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
2357463,8,7,661,0,141.0,222.62332,1173,0,225.85715,430.0986,1149.1166563378,6.3627721835,168390.22,251810.42,959293.0,4.0,336780.44,405097.62,2136708.0,356118.0,296202.2,959293.0,221889.0,0,0,2.9692936,0,1173,169.3125,317.73126,100953.164,0,0,1,0,0,0,64240,62872,20,0.0,0.0,0.0,0.0,0.0,0.0
1323069,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,743.7253839,5.290729357,220511.5,539938.4,1322656.0,4.0,193.0,231.93103,1323062.0,441020.66,763518.6,1322656.0,23.0,0,0,3.023274,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
393,1,1,37,37,37.0,0.0,85,85,85.0,0.0,310432.569974555,5089.058524173,393.0,0.0,393.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2544.5293,37,85,53.0,27.712812,768.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
50715,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,59.15409469604492,25357.5,23510.594,41982.0,8733.0,25357.5,23510.594,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
356,1,1,37,37,37.0,0.0,85,85,85.0,0.0,342696.629213483,5617.9775280899,356.0,0.0,356.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2808.9888,37,85,53.0,27.712812,768.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
51066,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58.747501373291016,25533.0,22771.666,41635.0,9431.0,25533.0,22771.666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
330128,9,7,194,0,56.666668,83.07376,1430,0,638.8571,695.62067,15091.1161731207,48.4660495323,22008.533,34828.832,94332.0,9.0,41266.0,43993.543,235482.0,39247.0,55976.02,125393.0,17.0,0,0,21.203897,0,1430,293.05884,523.4733,274024.3,0,0,1,0,0,0,8192,172,20,0.0,0.0,0.0,0.0,0.0,0.0
5074972,4,4,369,0,92.25,184.5,662,0,165.5,331.0,203.1538302083,1.576363377,724996.0,1.886402e+06,5002545.0,4.0,24142.334,40279.043,5074968.0,1.691656e+06,2.8677562e+06,5002819.0,1780.0,0,0,0.78818166,0,662,114.55556,238.82478,57037.277,0,0,1,0,0,1,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
43304119,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.046184983,4.330412e+07,0.0,43304119.0,43304119.0,4.330412e+07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,226,-1,32,0.0,0.0,0.0,0.0,4.330412e+07,0.0
6989136,5,3,311,0,62.2,139.08344,972,0,324.0,561.18445,183.5706158816,1.1446336142,998448.0,2.5990322e+06,6891941.0,4.0,1.747284e+06,3.430319e+06,6892569.0,3.4462845e+06,4.872894e+06,6891941.0,628.0,0,0,0.4292376,0,972,142.55556,327.60614,107325.78,0,0,1,0,0,0,26883,219,32,632.0,0.0,632.0,632.0,6.891941e+06,0.0
316451,22,22,640,0,88.36364,137.869,976,0,121.13636,258.64157,14564.6561394971,139.0420633842,7359.3257,22409.035,130221.0,3.0,15044.952,30660.898,316448.0,15068.952,40501.727,170349.0,9.0,0,0,69.521034,0,976,102.422226,203.7441,41511.66,0,0,1,0,0,1,26883,230,32,0.0,0.0,0.0,0.0,0.0,0.0
14089,3,4,314,0,104.666664,181.28798,935,0,233.75,467.5,88650.71875,496.8415222167969,2348.1667,4940.0674,12392.0,7.0,6472.0,8372.145,14082.0,4694.0,7168.323,12947.0,19.0,0,0,283.90942,0,935,156.125,333.34256,111117.266,0,1,1,0,0,1,65535,219,20,0.0,0.0,0.0,0.0,0.0,0.0
15566316,10,4,460,0,322.0,222.20111,972,0,243.0,486.0,269.2994283297,0.8993778618,1.1974089e+06,1.7438625e+06,5018765.0,3.0,1.1719501e+06,1.4826214e+06,15566311.0,5.1887705e+06,1.3892952e+06,6655126.0,3892128.0,0,0,0.2569651,0,972,279.46667,299.33972,89604.266,0,0,1,0,0,0,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
5401196,5,3,935,0,187.0,418.1447,324,0,108.0,187.0615,233.09652709960938,1.4811534881591797,771599.44,2.0214855e+06,5355779.0,7.0,1.350299e+06,2.6704072e+06,44842.0,22421.0,24615.8,39827.0,5015.0,0,0,0.55543256,0,935,139.88889,316.8361,100385.11,0,0,0,1,0,0,219,211,32,0.0,0.0,0.0,0.0,5.355779e+06,0.0
5990289,4,4,442,0,110.5,221.0,972,0,243.0,486.0,236.0487115062,1.3354948317,855755.56,1.8644892e+06,5000913.0,4.0,329792.0,569896.8,5990285.0,1.9967616e+06,2.6483178e+06,5001333.0,1525.0,0,0,0.66774744,0,972,157.11111,338.74637,114749.11,0,0,1,0,0,1,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
4151443,5,3,935,0,187.0,418.1447,362,0,120.666664,209.0008,312.4214782714844,1.9270408153533936,593063.3,1.5162851e+06,4030315.0,3.0,1.03786075e+06,1.9956971e+06,116426.0,58213.0,80960.9,115461.0,965.0,0,0,0.7226403,0,935,144.11111,319.8353,102294.61,0,0,0,1,0,0,219,211,32,0.0,0.0,0.0,0.0,0.0,0.0
13393,1,1,45,45,45.0,0.0,192,192,192.0,0.0,17695.8112446801,149.331740461435,13393.0,0.0,13393.0,13393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74.66587,45,192,94.0,84.87049,7203.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
46317,3,4,361,0,120.333336,208.42345,935,0,233.75,467.5,27981.0859375,151.13241577148438,7719.5,12070.575,26747.0,5.0,13511.0,18718.531,46310.0,15436.667,13888.349,27020.0,40.0,0,0,86.36138,0,935,162.0,336.91754,113513.43,0,0,1,0,0,1,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
6873243,5,3,264,0,52.8,118.06439,972,0,324.0,561.18445,179.8277756221,1.1639338228,981891.9,2.5599485e+06,6786859.0,6.0,1.7183108e+06,3.3794685e+06,6787260.0,3.39363e+06,4.7987505e+06,6786859.0,401.0,0,0,0.4364752,0,972,137.33333,324.94922,105592.0,0,0,1,0,0,0,26883,219,32,407.0,0.0,407.0,407.0,6.786859e+06,0.0
14391,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,138.9757537841797,14391.0,0.0,14391.0,14391.0,14391.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
11478,3,4,326,0,108.666664,188.21619,112,0,32.25,53.767246,39641.05245,609.8623454,1913.0,4208.03,10492.0,13.0,253.0,287.08536,11040.0,3680.0,5905.1357,10492.0,13.0,0,0,348.49277,0,326,56.875,115.406654,13318.696,0,1,1,0,0,1,8192,219,20,0.0,0.0,0.0,0.0,0.0,0.0
4512661,5,3,935,0,187.0,418.1447,302,0,100.666664,174.35979,274.1176452636719,1.7727899551391602,644665.9,1.6361686e+06,4354130.0,8.0,1.1281652e+06,2.151041e+06,100219.0,50109.5,67666.586,97957.0,2262.0,0,0,0.66479623,0,935,137.44444,315.31934,99426.28,0,0,0,1,0,0,219,211,32,0.0,0.0,0.0,0.0,0.0,0.0
118669735,18,17,1263,0,180.0,364.65454,1460,0,223.0,471.02243,59.2484680277,0.2949361941,3.4902862e+06,1.4069707e+07,58961829.0,0.0,6.9805725e+06,1.9555078e+07,118564671.0,7.410292e+06,2.0147342e+07,59031306.0,0.0,0,0,0.14325473,0,1460,195.30556,409.3805,167592.39,0,0,1,0,0,0,8192,138,20,347241.5,342907.9,589714.0,104769.0,5.8935064e+07,37851.426
