Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,9364751,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.5628018,0.42713362,3.1215838e+06,5.405013e+06,9362755,996,9364751,3.1215838e+06,5.405013e+06,9362755,996,0,0.0,0.0,0,0,0,0,0,0,80,0,0.42713362,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1996.0,0.0,1996,1996,9.362755e+06,0.0,9362755,9362755
80,4426389,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.7775335,1.129589,1.1065972e+06,2.2123405e+06,4425108,239,4426389,1.1065972e+06,2.2123405e+06,4425108,239,0,0.0,0.0,0,0,0,0,0,0,100,0,1.129589,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
80,1006,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1988.0715,1006.0,0.0,1006,1006,1006,1006.0,0.0,1006,1006,0,0.0,0.0,0,0,0,0,0,0,64,0,1988.0715,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
2875,26,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,307692.3,76923.08,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,38461.54,38461.54,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
44176,57,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,140350.88,35087.72,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,17543.86,17543.86,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
88,866,8,6,4948,270,2465,0,618.5,937.9019,129,0,45.0,65.12142,6.025404e+06,16166.282,66.61539,140.22633,521,1,866,123.71429,235.3768,650,2,784,156.8,218.90912,521,1,0,0,0,0,184,144,9237.875,6928.4062,0,2465,347.86667,728.80255,531153.1,0,0,0,1,0,0,0,0,0,372.7143,618.5,45.0,184,0,0,0,0,0,0,8,4948,6,270,8192,2053,6,20,0.0,0.0,0,0,0.0,0.0,0,0
7741,12,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,500000.0,166666.67,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,83333.336,83333.336,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
50057,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3e+06,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,659,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1149,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.67,41666.668,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.334,20833.334,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
53,84789,1,1,47,150,47,47,47.0,0.0,150,150,150.0,0.0,2323.4146,23.587965,84789.0,0.0,84789,84789,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11.7939825,11.7939825,47,150,81.333336,59.46708,3536.3333,0,0,0,0,0,0,0,0,1,122.0,47.0,150.0,32,0,0,0,0,0,0,1,47,1,150,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,55789406,35,56,1421,66584,517,0,40.6,113.72754,1460,0,1189.0,533.57135,1218.959,1.631134,619882.3,2.359738e+06,10000000,0,55800000,1.6408649e+06,3.6514838e+06,10000000,126,50200000,912564.1,2.9049505e+06,10000000,1,0,0,0,0,712,1192,0.6273593,1.0037748,0,1460,739.18475,703.6481,495120.6,0,0,0,1,0,0,0,0,1,747.3077,40.6,1189.0,712,0,0,0,0,0,0,35,1421,56,66584,8192,64,34,20,42831.0,67922.51,181477,14941,9.255403e+06,1.7991864e+06,10000000,5583120
53,48501,2,2,68,230,34,34,34.0,0.0,115,115,115.0,0.0,6144.203,82.47253,16167.0,27996.004,48494,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,41.236263,41.236263,34,115,66.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,83.0,34.0,115.0,64,0,0,0,0,0,0,2,68,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
64376,7017,4,1,412,6,299,6,103.0,133.17407,6,6,6.0,0.0,59569.617,712.55524,1754.25,3171.9668,6503,3,7017,2339.0,3615.064,6503,3,0,0.0,0.0,0,0,1,0,0,0,80,20,570.0442,142.51105,6,299,119.5,140.99467,19879.5,0,1,0,0,1,0,0,0,0,143.4,103.0,6.0,80,0,0,0,0,0,0,4,412,1,6,351,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5912831,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.0589695,0.6764949,1.9709436e+06,3.4129285e+06,5911854,4,5912831,1.9709436e+06,3.4129285e+06,5911854,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.6764949,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,977.0,0.0,977,977,5.911854e+06,0.0,5911854,5911854
1114,11,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,545454.56,181818.19,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,90909.09,90909.09,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,37063,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,53.962173,37063.0,0.0,37063,37063,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26.981087,26.981087,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,329,1006,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,116651194,9,6,642,11595,321,0,71.333336,141.5477,5792,0,1932.5,2181.0083,104.90248,0.12858848,8.332228e+06,2.68e+07,100000000,1,117000000,1.46e+07,3.51e+07,100000000,1,354394,70878.8,100756.0,215983,46,0,0,0,0,304,200,0.07715309,0.051435392,0,5792,764.8125,1571.3772,2.4692262e+06,0,0,0,0,1,0,0,0,0,815.8,71.333336,1932.5,304,0,0,0,0,0,0,9,642,6,11595,251,235,2,32,1002.0,0.0,1002,1002,5.81e+07,5.96e+07,100000000,16000000
443,7098,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1690.6171,281.7695,7098.0,0.0,7098,7098,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,140.88475,140.88475,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0
4899,40,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,200000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,25000.0,25000.0,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
53,49576,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,6535.4204,80.684204,16525.334,28617.521,49570,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,40.342102,40.342102,52,110,75.2,31.767908,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,64,0,0,0,0,0,0,2,104,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
2099,85,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,94117.65,23529.412,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,11764.706,11764.706,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,3001527,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9994913,1.5007635e+06,711911.56,2004161,997366,3001527,1.5007635e+06,711911.56,2004161,997366,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9994913,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,50105,1,1,41,95,41,41,41.0,0.0,95,95,95.0,0.0,2714.3,39.916176,50105.0,0.0,50105,50105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,19.958088,19.958088,41,95,59.0,31.176914,972.0,0,0,0,0,0,0,0,0,1,88.5,41.0,95.0,32,0,0,0,0,0,0,1,41,1,95,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,9040772,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.3183007,0.5530501,2.260193e+06,4.5163955e+06,9034785,1,9040772,2.260193e+06,4.5163955e+06,9034785,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.5530501,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5987.0,0.0,5987,5987,9.034785e+06,0.0,9034785,9034785
80,98423816,6,8,341,11595,323,0,56.833332,130.42763,4344,0,1449.375,1729.3801,121.27146,0.142242,7.571063e+06,2.72e+07,98300000,1,98300000,1.97e+07,4.39e+07,98300000,1,98400000,1.41e+07,3.71e+07,98300000,1,0,0,0,0,164,264,0.060960855,0.08128114,0,4344,796.13336,1422.7197,2.0241315e+06,1,0,0,0,0,0,0,0,1,853.0,56.833332,1449.375,164,0,0,0,0,0,0,6,341,8,11595,0,235,3,20,13004.0,0.0,13004,13004,9.83e+07,0.0,98300000,98300000
5730,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.19,45454.547,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.273,22727.273,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
65389,36,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,222222.22,55555.555,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,27777.777,27777.777,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,98760334,7,8,372,11595,348,0,53.142857,130.05054,4344,0,1449.375,1729.3801,121.17213,0.15188284,7.0543095e+06,2.64e+07,98700000,0,98800000,1.65e+07,4.03e+07,98700000,0,98800000,1.41e+07,3.73e+07,98800000,47,0,0,0,0,184,264,0.07087866,0.08100418,0,4344,748.3125,1388.105,1.9268354e+06,1,0,0,0,0,0,0,0,1,798.2,53.142857,1449.375,184,0,0,0,0,0,0,7,372,8,11595,0,235,4,20,14016.0,0.0,14016,14016,9.87e+07,0.0,98700000,98700000
80,99329178,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.02013507,9.93e+07,0.0,99300000,99300000,99300000,9.93e+07,0.0,99300000,99300000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.02013507,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,9.93e+07,0.0,99300000,99300000
1113,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.89,46511.63,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.814,23255.814,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,11895310,8,5,265,11632,265,0,33.125,93.69165,7288,0,2326.4,3351.2905,1000.1421,1.0928677,991275.8,2.348965e+06,6891189,70,6895605,985086.44,2.6054065e+06,6893593,200,11900000,2.9738095e+06,3.5186912e+06,6891189,161,0,0,0,0,264,168,0.672534,0.4203337,0,7288,849.7857,2182.8987,4.7650465e+06,0,0,0,1,0,0,0,0,0,915.1539,33.125,2326.4,264,0,0,0,0,0,0,8,265,5,11632,29200,235,1,32,1036.0,0.0,1036,1036,6.891189e+06,0.0,6891189,6891189
80,35771,3,7,346,11595,346,0,115.333336,199.7632,4344,0,1656.4286,1757.579,333817.9,279.55606,3974.5557,8380.768,24143,3,11011,5505.5,7780.296,11007,4,35768,5961.3335,9942.207,24143,37,0,0,0,0,104,232,83.86682,195.68924,0,4344,1085.5454,1577.9104,2.489801e+06,0,0,0,1,0,0,0,0,2,1194.1,115.333336,1656.4286,104,0,0,0,0,0,0,3,346,7,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,4546953,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.2782598,0.87971,1.515651e+06,2.6244492e+06,4546104,361,4546953,1.515651e+06,2.6244492e+06,4546104,361,0,0.0,0.0,0,0,0,0,0,0,80,0,0.87971,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.7,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,173,3,0,65,0,53,6,21.666666,27.135462,0,0,0.0,0.0,375722.53,17341.041,86.5,54.447224,125,48,173,86.5,54.447224,125,48,0,0.0,0.0,0,0,0,0,0,0,60,0,17341.041,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.666666,21.666666,0.0,60,0,0,0,0,0,0,3,65,0,0,64860,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,7524893,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.189414,0.531569,2.5082978e+06,4.343834e+06,7524125,249,7524893,2.5082978e+06,4.343834e+06,7524125,249,0,0.0,0.0,0,0,0,0,0,0,80,0,0.531569,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,768.0,0.0,768,768,7.524125e+06,0.0,7524125,7524125
80,47641,3,4,382,11595,382,0,127.333336,220.5478,8688,0,2898.75,4095.5662,251401.11,146.93227,7940.1665,14956.565,37382,12,10033,5016.5,7077.4316,10021,12,47586,15862.0,19276.885,37382,176,0,0,0,0,104,136,62.97097,83.961296,0,8688,1497.125,3074.012,9.44955e+06,0,0,0,1,0,0,0,0,1,1711.0,127.333336,2898.75,104,0,0,0,0,0,0,3,382,4,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,168,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,952380.94,23809.523,56.0,90.934044,161,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11904.762,11904.762,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2033,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.64,45454.547,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.273,22727.273,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,112629,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,103286.01,62.150955,18771.5,45518.332,111684,6,877,438.5,567.80676,840,37,112468,37489.332,64255.625,111684,6,0,0,0,0,72,92,26.636124,35.51483,0,11595,1454.125,4097.5376,1.68e+07,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,3382954,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.86799,1.4779983,845738.5,1.6888234e+06,3378972,1,3382954,845738.5,1.6888234e+06,3378972,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.4779983,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
2492,98,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,61224.49,20408.164,98.0,0.0,98,98,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,10204.082,10204.082,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,100597631,8,6,1080,11595,360,0,135.0,186.3177,5792,0,1932.5,2181.0083,125.997,0.13916829,7.7382795e+06,2.77e+07,100000000,1,100000000,1.44e+07,3.78e+07,100000000,1,560412,112082.4,184052.69,424015,46,0,0,0,0,264,200,0.07952473,0.05964355,0,5792,845.0,1600.6638,2.5621248e+06,0,0,0,0,1,0,0,0,0,905.3571,135.0,1932.5,264,0,0,0,0,0,0,8,1080,6,11595,251,235,3,32,6.0,0.0,6,6,1e+08,0.0,100000000,100000000
80,98367736,6,7,365,11595,347,0,60.833332,140.22328,5792,0,1656.4286,2120.7322,121.58458,0.13215715,8.1973115e+06,2.84e+07,98300000,1,98400000,1.97e+07,4.4e+07,98300000,1,98400000,1.64e+07,4.02e+07,98400000,45,0,0,0,0,164,232,0.06099561,0.071161546,0,5792,854.7143,1666.0493,2.7757202e+06,1,0,0,0,0,0,0,0,1,920.46155,60.833332,1656.4286,164,0,0,0,0,0,0,6,365,7,11595,0,235,3,20,10976.0,0.0,10976,10976,9.83e+07,0.0,98300000,98300000
53,61977,2,2,78,270,39,39,39.0,0.0,135,135,135.0,0.0,5614.9863,64.54007,20659.0,35778.11,61972,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,32.270035,32.270035,39,135,77.4,52.581364,2764.8,0,0,0,0,0,0,0,0,1,96.75,39.0,135.0,64,0,0,0,0,0,0,2,78,2,270,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,78806813,9,6,62,11601,20,0,6.888889,5.3019915,4380,0,1933.5,1757.7899,147.99481,0.19033888,5.629058e+06,1.82e+07,68300000,1,77100000,9.631985e+06,2.39e+07,68300000,1,1776894,355378.8,779941.9,1750435,47,0,0,0,0,192,132,0.11420333,0.076135546,0,4380,729.3125,1399.2855,1.9580001e+06,0,0,0,0,1,0,0,0,0,777.93335,6.888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,10996.0,0.0,10996,10996,3.85e+07,4.21e+07,68300000,8746816
80,1379360,2,6,20,11601,20,0,10.0,14.142136,4380,0,1933.5,1757.7899,8424.922,5.7997913,197051.42,515515.16,1366079,12,13014,13014.0,0.0,13014,13014,1379317,275863.4,609474.6,1366079,15,0,0,0,0,52,132,1.4499478,4.3498435,0,4380,1291.2222,1690.9601,2.859346e+06,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,52,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0
