PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label
6.0,91.0,329.0,1.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,329.0,329.0,0.0,329.0,0.0,3.0,0.0,0.0,0.0,0.0,2.632e+06,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,40.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,68.0,1.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,68.0,68.0,34.0,34.0,0.0,0.0,0.0,0.0,181333.0,181333.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47716.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,7.0,180.0,4.0,132.0,3.0,19.0,19.0,19.0,4.0,4.0,64.0,64.0,60.0,40.0,40.0,60.0,33.0,45.0,0.0,0.0,0.0,0.0,288000.0,211200.0,7.0,0.0,0.0,0.0,0.0,29200.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,40.0,1.0,22.0,18.0,4.0,0.0,0.0,0.0,0.0,44.0,40.0,40.0,44.0,5.0,5.0,0.0,0.0,0.0,0.0,39111.0,35555.0,2.0,0.0,0.0,0.0,0.0,5840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,60.0,1.0,52.0,1.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,60.0,52.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,416000.0,2.0,0.0,0.0,0.0,0.0,5792.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,60.0,1.0,52.0,1.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,60.0,52.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,416000.0,2.0,0.0,0.0,0.0,0.0,5792.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,3915.0,6.0,1917.0,5.0,26.0,26.0,26.0,987.0,981.0,64.0,64.0,1500.0,52.0,52.0,1500.0,1.0,3.0,0.0,0.0,0.0,0.0,31700.0,15522.0,6.0,1.0,0.0,1.0,3.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.0,197.0,388.0,0.0,965.0,245.0,415.0,0.0
17.0,10.0,236.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,236.0,0.0,236.0,0.0,2.0,0.0,0.0,0.0,0.0,1.888e+06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,40.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,329.0,1.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,329.0,329.0,0.0,329.0,0.0,3.0,0.0,0.0,0.0,0.0,2.632e+06,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,393.0,1.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,393.0,393.0,0.0,393.0,0.0,3.0,0.0,0.0,0.0,0.0,3.144e+06,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,536000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53421.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,0.0,1.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,112.0,2.0,60.0,1.0,18.0,18.0,18.0,0.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,896000.0,480000.0,3.0,0.0,0.0,0.0,0.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,40.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,0.0,1.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,180.0,4.0,132.0,3.0,19.0,19.0,19.0,11.0,11.0,64.0,64.0,60.0,40.0,40.0,60.0,12.0,16.0,0.0,0.0,0.0,0.0,120000.0,88000.0,7.0,0.0,0.0,0.0,0.0,29200.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,0.0,10.0,5.0,5.0,1.0
6.0,7.0,112.0,2.0,60.0,1.0,18.0,18.0,18.0,0.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,896000.0,480000.0,3.0,0.0,0.0,0.0,0.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,329.0,1.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,329.0,329.0,0.0,329.0,0.0,3.0,0.0,0.0,0.0,0.0,2.632e+06,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,65.0,1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,65.0,65.0,21.0,21.0,0.0,0.0,0.0,0.0,130000.0,130000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46949.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
